date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2021-08-11 00:00:00,1.624,1.636,1.593,1.609,23487400,1.624,1.636,1.593,1.609,23487400,0.0,1.0
2021-08-12 00:00:00,1.635,1.674,1.62,1.624,28934300,1.635,1.674,1.62,1.624,28934300,0.0,1.0
2021-08-13 00:00:00,1.569,1.622,1.566,1.622,38214920,1.569,1.622,1.566,1.622,38214920,0.0,1.0
2021-08-16 00:00:00,1.576,1.607,1.548,1.569,28142310,1.576,1.607,1.548,1.569,28142310,0.0,1.0
2021-08-17 00:00:00,1.514,1.588,1.507,1.573,30506610,1.514,1.588,1.507,1.573,30506610,0.0,1.0
2021-08-18 00:00:00,1.516,1.538,1.502,1.514,23845600,1.516,1.538,1.502,1.514,23845600,0.0,1.0
2021-08-19 00:00:00,1.548,1.565,1.512,1.516,27439700,1.548,1.565,1.512,1.516,27439700,0.0,1.0
2021-08-20 00:00:00,1.57,1.588,1.545,1.565,39154800,1.57,1.588,1.545,1.565,39154800,0.0,1.0
2021-08-23 00:00:00,1.611,1.618,1.554,1.571,35051410,1.611,1.618,1.554,1.571,35051410,0.0,1.0
2021-08-24 00:00:00,1.637,1.654,1.596,1.621,27593800,1.637,1.654,1.596,1.621,27593800,0.0,1.0
2021-08-25 00:00:00,1.634,1.664,1.611,1.646,27714300,1.634,1.664,1.611,1.646,27714300,0.0,1.0
2021-08-26 00:00:00,1.603,1.646,1.601,1.637,28164900,1.603,1.646,1.601,1.637,28164900,0.0,1.0
2021-08-27 00:00:00,1.618,1.624,1.598,1.603,21519200,1.618,1.624,1.598,1.603,21519200,0.0,1.0
2021-08-30 00:00:00,1.615,1.66,1.6,1.624,29657700,1.615,1.66,1.6,1.624,29657700,0.0,1.0
2021-08-31 00:00:00,1.564,1.604,1.547,1.588,30766300,1.564,1.604,1.547,1.588,30766300,0.0,1.0
2021-09-01 00:00:00,1.55,1.566,1.498,1.555,31360560,1.55,1.566,1.498,1.555,31360560,0.0,1.0
2021-09-02 00:00:00,1.506,1.545,1.499,1.543,30499800,1.506,1.545,1.499,1.543,30499800,0.0,1.0
2021-09-03 00:00:00,1.496,1.528,1.474,1.505,29802130,1.496,1.528,1.474,1.505,29802130,0.0,1.0
2021-09-06 00:00:00,1.523,1.525,1.475,1.49,26217520,1.523,1.525,1.475,1.49,26217520,0.0,1.0
2021-09-07 00:00:00,1.526,1.538,1.511,1.523,22021500,1.526,1.538,1.511,1.523,22021500,0.0,1.0
2021-09-08 00:00:00,1.508,1.533,1.502,1.527,27424700,1.508,1.533,1.502,1.527,27424700,0.0,1.0
2021-09-09 00:00:00,1.497,1.509,1.48,1.505,21851800,1.497,1.509,1.48,1.505,21851800,0.0,1.0
2021-09-10 00:00:00,1.561,1.575,1.49,1.497,44399600,1.561,1.575,1.49,1.497,44399600,0.0,1.0
2021-09-13 00:00:00,1.001,1.048,0.997,1.045,89485300,1.001,1.048,0.997,1.045,89485300,0.0,1.0
2021-09-14 00:00:00,1.006,1.024,0.997,1.0,46322500,1.006,1.024,0.997,1.0,46322500,0.0,1.0
2021-09-15 00:00:00,1.002,1.013,0.985,1.011,36990950,1.002,1.013,0.985,1.011,36990950,0.0,1.0
