date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2025-06-04 00:00:00,31.0,31.0,31.0,31.0,0,31.0,31.0,31.0,31.0,0,0.0,1.0
2025-06-05 00:00:00,83.23,103.75,64.0,69.0,47784339,83.23,103.75,64.0,69.0,47784339,0.0,1.0
2025-06-06 00:00:00,107.7,123.515,92.95,96.39,60706262,107.7,123.515,92.95,96.39,60706262,0.0,1.0
2025-06-09 00:00:00,115.25,138.57,108.4,132.72,45521142,115.25,138.57,108.4,132.72,45521142,0.0,1.0
2025-06-10 00:00:00,105.91,115.0,101.51,115.0,25517793,105.91,115.0,101.51,115.0,25517793,0.0,1.0
2025-06-11 00:00:00,117.2,120.49,106.5,107.0,26481377,117.2,120.49,106.5,107.0,26481377,0.0,1.0
2025-06-12 00:00:00,106.54,117.9309,104.26,116.79,13416512,106.54,117.9309,104.26,116.79,13416512,0.0,1.0
2025-06-13 00:00:00,133.56,134.72,108.8,108.81,34013580,133.56,134.72,108.8,108.81,34013580,0.0,1.0
2025-06-16 00:00:00,151.06,165.6,145.88,147.54,43781546,151.06,165.6,145.88,147.54,43781546,0.0,1.0
2025-06-17 00:00:00,149.15,164.42,143.53,156.36,31234204,149.15,164.42,143.53,156.36,31234204,0.0,1.0
2025-06-18 00:00:00,199.59,200.9,148.0,153.22,63566766,199.59,200.9,148.0,153.22,63566766,0.0,1.0
2025-06-20 00:00:00,240.28,248.88,206.17,231.5,92427231,240.28,248.88,206.17,231.5,92427231,0.0,1.0
2025-06-23 00:00:00,263.45,298.99,232.48,238.46,99128739,263.45,298.99,232.48,238.46,99128739,0.0,1.0
2025-06-24 00:00:00,222.65,265.0,217.579,250.42,68222564,222.65,265.0,217.579,250.42,68222564,0.0,1.0
2025-06-25 00:00:00,198.62,227.54,198.0,218.545,49283191,198.62,227.54,198.0,218.545,49283191,0.0,1.0
2025-06-26 00:00:00,213.63,226.95,205.68,209.04,45550341,213.63,226.95,205.68,209.04,45550341,0.0,1.0
2025-06-27 00:00:00,180.43,223.6469,175.6,223.6469,48112124,180.43,223.6469,175.6,223.6469,48112124,0.0,1.0
2025-06-30 00:00:00,181.29,192.5,178.0,181.77,34461533,181.29,192.5,178.0,181.77,34461533,0.0,1.0
2025-07-01 00:00:00,192.53,194.0,171.5,184.67,31252118,192.53,194.0,171.5,184.67,31252118,0.0,1.0
2025-07-02 00:00:00,177.97,189.0,176.0,187.21,18546015,177.97,189.0,176.0,187.21,18546015,0.0,1.0
2025-07-03 00:00:00,188.77,192.5,181.3901,182.17,17191952,188.77,192.5,181.3901,182.17,17191952,0.0,1.0
2025-07-07 00:00:00,207.46,208.6,186.6,193.75,31640759,207.46,208.6,186.6,193.75,31640759,0.0,1.0
2025-07-08 00:00:00,204.81,209.5,196.0,199.5,22225548,204.81,209.5,196.0,199.5,22225548,0.0,1.0
2025-07-09 00:00:00,200.68,215.6,197.25,209.36,17934427,200.68,215.6,197.25,209.36,17934427,0.0,1.0
2025-07-10 00:00:00,202.9,209.57,199.0,208.84,12340104,202.9,209.57,199.0,208.84,12340104,0.0,1.0
2025-07-11 00:00:00,187.33,206.8,182.5,204.18,18227353,187.33,206.8,182.5,204.18,18227353,0.0,1.0
2025-07-14 00:00:00,204.7,204.91,185.54,189.27,15445172,204.7,204.91,185.54,189.27,15445172,0.0,1.0
2025-07-15 00:00:00,195.33,203.4598,188.1,198.0,14758547,195.33,203.4598,188.1,198.0,14758547,0.0,1.0
